Protein stable ID	Gene name
	Gm28679
	
	
	
	
	Gm21405
	Gm28284
	Gm28284
	Gm29368
	Gm29368
	Gm21413
	Gm28073
	Gm28073
	Gm21419
	Gm28074
	Gm28074
	Gm21428
	Gm28072
	Gm28072
	Gm21758
	Gm29672
	Gm29672
	Gm29131
	Gm29131
	Gm20871
	Gm29130
	Gm29130
	Gm20978
ENSMUSP00000159604	
	
	
	
	
	
	
	
	
	
	
	
	
	Gm29466
	Gm29467
	Gm29467
	Gm21724
	Gm20963
ENSMUSP00000159609	
ENSMUSP00000159608	
	Gm28326
	Gm28326
	Gm28325
	Gm28325
	Gm29407
	Gm29405
	Gm29406
	Gm20913
	Gm29404
	Gm29403
	Gm28350
	Gm28964
	Gm28964
ENSMUSP00000141149	Sly
ENSMUSP00000139451	Sly
	Sly
ENSMUSP00000140340	Sly
	Gm28165
	Gm28709
	Gm28965
	Gm28965
	
	Gm21868
ENSMUSP00000136356	Gm21943
	Gm28532
	
	Gm28533
	Gm28966
	Gm28966
ENSMUSP00000139697	Gm28961
	Gm28962
	Gm28962
	Gm28963
	Gm28963
	
	
	
	
	
	
	
	
	
	
	Gm28082
	Gm28082
	Gm21672
ENSMUSP00000140466	Gm21118
ENSMUSP00000137343	Gm21118
	Gm29644
ENSMUSP00000159647	Gm29424
	4932431L22Rik
	Gm29425
	Gm29425
	Gm38361
	Gm31260
	Gm21660
	Gm38209
	Gm37734
	Gm38013
	Gm38013
	Gm21678
	Gm37948
	Gm37442
	Gm34550
	Gm34550
	Gm37544
	Gm34716
	Gm34716
	Gm29554
ENSMUSP00000139522	Gm29554
	Gm29556
ENSMUSP00000139838	Gm20812
ENSMUSP00000137553	Gm20812
ENSMUSP00000136718	Gm21258
ENSMUSP00000139882	Gm21258
ENSMUSP00000140468	Gm20931
	Gm29559
	Gm20919
ENSMUSP00000140501	Gm20917
ENSMUSP00000137546	Gm20917
	Gm28421
	Gm28420
	Gm28423
	Gm28422
	Gm28422
ENSMUSP00000159649	Gm20916
ENSMUSP00000140607	Gm20916
	Gm29033
	Gm29034
	Gm21823
	Gm28339
ENSMUSP00000140500	Gm20855
ENSMUSP00000159650	Gm20855
	Gm28584
	Gm28585
ENSMUSP00000139596	Gm20896
	Gm28470
	Gm28470
	Gm28470
	Gm28469
	Gm21898
	Gm28668
	Gm28668
ENSMUSP00000139478	Gm20869
	Gm28481
	Gm28482
	Gm28485
	Gm28485
ENSMUSP00000141090	Gm21394
ENSMUSP00000136571	Gm21394
	Gm28471
	Gm21824
	Gm29338
	Gm29338
ENSMUSP00000159651	Gm21409
ENSMUSP00000140850	Gm21409
ENSMUSP00000159652	Gm21409
	Gm29339
	Gm28759
	Gm28758
	Gm29071
	Gm29071
	Gm28947
	Gm28947
	Gm28947
ENSMUSP00000140677	Gm20920
ENSMUSP00000159653	Gm20920
	Gm28798
	Gm28797
	Gm28796
ENSMUSP00000141039	Gm20894
ENSMUSP00000159654	Gm20894
ENSMUSP00000159655	Gm21317
ENSMUSP00000140162	Gm21317
	Gm28812
	Gm28811
	Gm28810
ENSMUSP00000140944	Gm20835
ENSMUSP00000159656	Gm20835
	Gm29027
	Gm29027
	Gm29027
ENSMUSP00000159657	Gm20911
ENSMUSP00000141161	Gm20911
	Gm28739
	Gm29321
	Gm29321
	Gm29321
ENSMUSP00000139807	Gm21117
ENSMUSP00000140067	Gm20888
	Gm28238
ENSMUSP00000137112	Gm21650
ENSMUSP00000141092	Gm21650
	Gm28541
	Gm28542
	Gm28600
	Gm28600
ENSMUSP00000140794	Gm21518
ENSMUSP00000136187	Gm21518
ENSMUSP00000139400	Gm21209
ENSMUSP00000136754	Gm21209
	Gm29180
	Gm29181
ENSMUSP00000140105	Gm20843
ENSMUSP00000136575	Gm20843
	Gm29393
	Gm29393
ENSMUSP00000140933	Gm21294
	Gm28472
	Gm28472
ENSMUSP00000140431	Gm21095
ENSMUSP00000159658	Gm21095
	Gm50048
	Gm19466
	Gm19466
	Gm28473
	Gm28474
ENSMUSP00000049975	Chst9
ENSMUSP00000121484	Chst9
ENSMUSP00000140532	Gm21488
ENSMUSP00000159659	Gm21488
	Gm10036
	Gm28854
	Gm24228
	Gm28858
	Gm4835
ENSMUSP00000140218	Gm20890
ENSMUSP00000159660	Gm20890
	Gm54353
	Gm50076
	Gm54354
	Gm7665
ENSMUSP00000025166	Cdh2
	Cdh2
ENSMUSP00000111516	Cdh2
	Gm28245
	Gm28245
	Gm28245
ENSMUSP00000140477	Gm21173
ENSMUSP00000159661	Gm21173
	Gm29203
	Gm29203
ENSMUSP00000140668	Gm21497
ENSMUSP00000159662	Gm21497
	Gm20802
	Gm29070
	Gm29070
ENSMUSP00000139793	Gm28553
ENSMUSP00000159663	Gm28553
	Gm15485
	Gm15328
	Gm15328
	Gm15328
	Gm15328
	Gm15328
	Gm21873
	Gm29190
	Gm29190
	Gm7670
	1700001G01Rik
	1700001G01Rik
	1700001G01Rik
	1700001G01Rik
ENSMUSP00000140706	Gm21760
ENSMUSP00000159664	Gm21760
	Gm22470
	Gm54355
	4930545E07Rik
ENSMUSP00000140010	Gm21858
ENSMUSP00000159665	Gm21858
	Gm50082
ENSMUSP00000062433	Cep120
ENSMUSP00000158481	Cep120
	Cep120
	Cep120
	Gm29244
ENSMUSP00000140263	Gm57478
ENSMUSP00000159666	Gm57478
ENSMUSP00000140983	Gm20792
ENSMUSP00000159667	Gm20792
	Gm28754
	Gm28754
ENSMUSP00000140679	Gm21865
ENSMUSP00000159668	Gm21865
ENSMUSP00000141239	Gm35134
ENSMUSP00000159669	Gm35134
	Gm37998
ENSMUSP00000141356	Gm30737
ENSMUSP00000159670	Gm30737
	Gm36987
	Gm28531
ENSMUSP00000141173	Gm21996
ENSMUSP00000159671	Gm21996
	Gm50083
	Gm28105
	Gm54356
	Gm50084
	Gm28104
	Gm31086
	Gm28103
	Gm38432
ENSMUSP00000140242	Gm28102
ENSMUSP00000159672	Gm28102
	Gm54357
	Gm54358
ENSMUSP00000070259	Csnk1g3
ENSMUSP00000158175	Csnk1g3
ENSMUSP00000158167	Csnk1g3
	Gm28488
	Gm28488
	Gm28488
	Gm28491
	Gm28491
	Gm28491
ENSMUSP00000140770	Gm28490
	Gm28490
	Gm5507
	Gm8594
	Gm29579
	Gm50361
ENSMUSP00000139915	Gm29582
ENSMUSP00000159673	Gm29582
	4933434P08Rik
	9330117O12Rik
	Gm5821
	Gm33732
	Gm50365
	Gm50366
ENSMUSP00000159674	Gm28870
ENSMUSP00000141382	Gm28870
ENSMUSP00000111514	Dsc3
ENSMUSP00000153261	Dsc3
ENSMUSP00000153279	Dsc3
	Gm28279
	Gm28279
ENSMUSP00000140604	Gm21739
ENSMUSP00000159675	Gm21739
ENSMUSP00000140938	Gm21256
ENSMUSP00000159676	Gm21256
ENSMUSP00000140626	Gm20838
ENSMUSP00000159677	Gm20838
	Gm28890
ENSMUSP00000140248	Gm28891
ENSMUSP00000159678	Gm28891
ENSMUSP00000068192	Zfp608
	Zfp608
ENSMUSP00000157650	Zfp608
	Zfp608
ENSMUSP00000139688	Gm20837
ENSMUSP00000137363	Gm20837
	Gm29503
ENSMUSP00000139535	Gm21861
ENSMUSP00000159679	Gm21861
	Gm24183
	Gm54359
	Gm34073
	Gm21722
	Gm22597
	Gm37828
	Gm28898
	Gm37337
ENSMUSP00000140644	Gm28897
ENSMUSP00000159680	Gm28897
	Gm24514
	Gm26959
	Gm8614
	Gm6942
	Gm4230
	Gm54360
ENSMUSP00000139621	Gm29564
ENSMUSP00000159681	Gm29564
	Gm6944
	Gm54361
	Gm23555
	Gm54362
	Gm50385
	Gm8629
ENSMUSP00000139992	Gm28827
ENSMUSP00000159682	Gm28827
ENSMUSP00000157710	Gramd2b
ENSMUSP00000157609	Gramd2b
	Gramd2b
	Gramd2b
ENSMUSP00000068453	Gramd2b
ENSMUSP00000140088	Gm29110
ENSMUSP00000159683	Gm29110
	Gm38107
ENSMUSP00000141784	Gm31571
ENSMUSP00000159684	Gm31571
ENSMUSP00000141776	Gm29866
ENSMUSP00000159685	Gm29866
	Gm36950
	Gm36950
	Gm36950
	Gm29523
	Gm29524
	Gm29528
ENSMUSP00000140872	Gm20777
	Gm28955
	Gm28954
ENSMUSP00000139602	Gm28510
ENSMUSP00000074702	Dsc2
ENSMUSP00000042905	Dsc2
ENSMUSP00000116063	Dsc2
ENSMUSP00000123010	Dsc2
	Gm29525
	Gm29526
ENSMUSP00000139604	Gm20737
	Gm21775
	Gm21900
	Gm29527
	Gm20775
	Gm29522
	Gm28917
ENSMUSP00000139611	Gm28919
ENSMUSP00000139615	Gm21719
	Gm28921
	Gm28920
	Gm28444
	Gm48311
ENSMUSP00000140005	Gm28171
	Gm24142
	Gm28173
	AF357341
	Gm22170
	Mir882
	Gm22981
	Gm37236
	Gm35725
	Gm29194
ENSMUSP00000139442	Gm21778
	Gm25856
	Gm29195
	Gm35890
	Gm29196
	Gm23787
	Gm28435
	Gm4929
	Gm28436
	Gm29197
	Gm25854
	Gm54349
	Gm49374
	Gm29158
	Gm22205
	Gm7126
ENSMUSP00000139409	Gm21854
	Gm25224
	Gm9194
	Gm28768
	Mir379
	Gm48479
	Gm28769
	Mir411
	Gm48480
ENSMUSP00000139808	Gm20914
ENSMUSP00000136243	Gm20914
	Mir299a
	Gm48482
	Mir299b
	Gm54365
ENSMUSP00000140302	Gm21812
ENSMUSP00000136639	Gm21812
	Mir380
ENSMUSP00000020926	Lratd1
ENSMUSP00000152642	Lratd1
	Gm29535
	Gm29533
	Gm29534
	Mir1197
ENSMUSP00000139963	Gm21874
	Mir323
	Mir758
	Gm16497
	Gm16497
	Gm28849
	Gm28847
	Gm29475
ENSMUSP00000136629	Gm20821
	Mir329
	Mir494
	Gm48498
	Gm28999
	Gm9847
	Mir679
	Mir1193
ENSMUSP00000139421	Gm21244
	Gm25414
	Mir666
	Gm48504
	Gm29364
	Mir543
	Gm26449
	Mir495
	Gm9202
	Gm29363
	Mir667
	Mir376c
	Mir654
	Mir376b
	Gm54366
	Mir376a
	Mir300
ENSMUSP00000139843	Gm21292
	4930448C13Rik
	4930448C13Rik
	4930448C13Rik
	4930448C13Rik
	4930448C13Rik
ENSMUSP00000139987	Gm21721
	Gm29366
	Gm29281
	Gm29330
ENSMUSP00000141545	Gm21425
	Mir381
	Mir487b
	Gm54367
ENSMUSP00000142165	Gm20773
	Gm54368
	Mir539
	Gm54369
	Mir544
	Gm21151
	Gm19084
	Gm29409
	Gm29409
	Gm48539
ENSMUSP00000153639	Dsc1
ENSMUSP00000042303	Dsc1
	Dsc1
ENSMUSP00000153126	Dsc1
	Gm48541
	Gm28632
	Gm28632
	Gm17915
ENSMUSP00000020922	Trib2
ENSMUSP00000152535	Trib2
ENSMUSP00000152685	Trib2
	Trib2
	Gm28101
	Gm33815
	Gm21160
	Gm28637
	Gm28636
	Gm28081
	Gm28081
	Mir6387
	Gm5432
	Gm28080
	Gm48558
	Gm21524
	Gm48557
	Gm28302
	Gm28300
	Gm28300
	Gm48584
	Gm36235
	Gm28301
	Gm28301
	Gm18114
	Gm48607
	Gm48607
	Gm48607
	Gm48607
	Gm48607
	G530011O06Riky
	G530011O06Riky
	Mid1-ps1
	Gm48605
	Gm21742
ENSMUSP00000152493	Vrtn
ENSMUSP00000152810	Vrtn
ENSMUSP00000093207	Vrtn
ENSMUSP00000128808	Vrtn
ENSMUSP00000132050	Vrtn
	Gm37765
	Gm38229
	Gm36866
	Gm21412
	Gm38035
	Mirg
	Mirg
	Mirg
	Mirg
	Mirg
	Mirg
	Mirg
	Mirg
	Mirg
	Mirg
	Mirg
	Mirg
	Gm37875
	Gm37875
	Gm37875
	Gm21875
	Gm20904
	Gm29576
	Gm21163
	Gm28122
	Gm30045
	Gm30045
	Gm30045
ENSMUSP00000054799	Dsg1c
	Gm21921
	Gm37112
	Gm37287
	Gm30175
	Gm21350
	Gm20857
	Gm30705
	Gm30705
	Gm30705
	Gm22271
	2410080I02Rik
	Gm21773
	Gm37451
	Gm37793
ENSMUSP00000045639	Klf9
	Klf9
	Gm30858
	Gm21791
	Gm21427
ENSMUSP00000076393	Dsg1a
	Mir1192
	Gm29577
	Gm29573
	Mir382
	Mir134
	Mir668
	Mir485
ENSMUSP00000077402	Habp2
ENSMUSP00000093641	Habp2
	Habp2
ENSMUSP00000126235	Habp2
ENSMUSP00000132444	Habp2
ENSMUSP00000128964	Habp2
ENSMUSP00000130809	Habp2
	Mir453
	Gm28377
	Mir154
	Mir496a
	Mir377
	Gm21776
	Gm21155
ENSMUSP00000093206	Syndig1l
ENSMUSP00000152374	Syndig1l
ENSMUSP00000152304	Syndig1l
	Syndig1l
	Gm37130
	Gm37130
	Gm37467
	Gm37467
	Gm37467
	Mir541
	Gm54371
	Gm20928
	Gm48573
	Gm38363
	Gm38363
	Mir409
	Mir412
	Mir369
ENSMUSP00000076026	Dsg1b
	Mir410
	Nubpl
ENSMUSP00000125177	Nubpl
	Nubpl
ENSMUSP00000044292	Nubpl
	Nubpl
	Gm30174
	Gm30174
	Gm28619
	Gm28619
	Gm20793
	Gm54341
	Gm54342
	Gm28993
	Gm28993
	Gm28994
	Gm28994
ENSMUSP00000139666	Gm20795
ENSMUSP00000136073	Gm20795
	Gm28596
	Gm20832
	Mir3072
	Gm9661
	Gm28597
	Gm47431
	Gm3379
	Aldh7a1
ENSMUSP00000133372	Aldh7a1
ENSMUSP00000134192	Aldh7a1
ENSMUSP00000065089	Aldh7a1
ENSMUSP00000133970	Aldh7a1
	Aldh7a1
ENSMUSP00000127625	Aldh7a1
	Aldh7a1
ENSMUSP00000127652	Aldh7a1
	Gm35135
	Gm28428
	Gm20827
ENSMUSP00000021668	Npc2
	Npc2
	Npc2
	Gm28427
	Gm28426
	Gm28426
	Gm28425
	Gm28425
	Gm21729
	4930511J24Rik
	Gm35188
	Gm28834
	Gm28834
	Gm34719
	Gm47187
	Gm28833
ENSMUSP00000021667	Isca2
	Isca2
	Isca2
ENSMUSP00000152379	Isca2
	Isca2
ENSMUSP00000152679	Isca2
	Isca2
ENSMUSP00000152880	Isca2
	Isca2
	Gm29354
	Gm29353
ENSMUSP00000084837	Smc5
ENSMUSP00000153364	Smc5
ENSMUSP00000153420	Smc5
	Smc5
	Smc5
	Smc5
	Gm50460
	Gm29357
	Gm29356
	Gm21914
	Gm21914
	Gm28617
	Gm28617
	Arhgap5
ENSMUSP00000151809	Arhgap5
ENSMUSP00000151267	Arhgap5
ENSMUSP00000106353	Arhgap5
	Gm28618
	Gm21774
	Gm29537
	Gm29537
	Gm28781
	Gm28174
	Gm29433
	Gm29215
	Gm29215
	Gm21801
	Gm21801
	Gm28850
	Gm28850
	1700031P21Rik
	1700031P21Rik
	1700031P21Rik
	
	
	Gm21822
	
	Gm21891
	Gm21828
	Gm24859
	Gm21725
	Gm29616
	Gm29616
	Gm23296
	Gm35239
	Gm21784
ENSMUSP00000093406	Akap6
ENSMUSP00000151871	Akap6
	Gm20805
	Gm29618
	Gm29109
	Gm29108
	Gm29108
	Gm21913
	Gm54339
	Gm21076
	Gm29416
	Gm29416
	Gm54340
	Gm21869
	Gm20813
	Gm28790
	Gm29272
	Gm21866
	
	Gm21767
	
	Gm30353
	Gm30353
	Gm30686
	Gm30686
	Gm47488
	Gm31186
	n-R5s58
	Gm28371
	Gm8642
	Mir1258
ENSMUSP00000152411	Npas3
ENSMUSP00000098975	Npas3
ENSMUSP00000152696	Npas3
ENSMUSP00000152452	Npas3
	Gm28595
ENSMUSP00000019426	Dsg4
	Gm37032
	Gm21882
	
	
	Gm21797
	Gm21800
	Gm21842
	Gm21842
	Gm28170
	Gm28170
	Gm21744
	Gm28764
	Gm28764
	Gm28764
	Gm5688
ENSMUSP00000122948	Phax
ENSMUSP00000119047	Phax
ENSMUSP00000008445	Phax
	Gm28762
	Gm28762
	Gm28762
	1700030L22Rik
	1700030L22Rik
	Gm28763
	Gm41821
ENSMUSP00000141113	Gm21094
	1700060O08Rik
	Gm24263
ENSMUSP00000045432	Mamdc2
ENSMUSP00000157505	Mamdc2
	Gm35818
ENSMUSP00000041874	Egln3
	Gm21588
	Gm21588
ENSMUSP00000038152	Spmip10
ENSMUSP00000117284	Spmip10
ENSMUSP00000116691	Spmip10
ENSMUSP00000115084	Spmip10
	Spmip10
	Gm28761
	Gm28761
	1700104L18Rik
	Gm22220
	Gm21599
	Gm21599
	Gm54374
	Gm47552
	Gm7550
	Gm28765
	Gm28765
	Gm46328
	Gm47553
	Gm7557
	Gm21752
	Gm50283
	Gm28365
	Gm28365
	Gm50288
	Gm50289
ENSMUSP00000002073	Ltbp2
ENSMUSP00000127693	Ltbp2
ENSMUSP00000127255	Ltbp2
ENSMUSP00000132067	Ltbp2
ENSMUSP00000132690	Ltbp2
	Ltbp2
ENSMUSP00000105883	Ltbp2
ENSMUSP00000025486	Lmnb1
	Lmnb1
	Gm50445
ENSMUSP00000140238	Gm21477
	Gm50443
ENSMUSP00000048680	Cfap95
	Gm50422
	Gm28368
	Gm9493
	Gm28369
	Gm22144
	Gm21542
	Gm28367
	Gm28367
	Gm6563
	Gm28844
ENSMUSP00000157782	Ptar1
ENSMUSP00000158406	Ptar1
ENSMUSP00000157451	Ptar1
ENSMUSP00000097156	Ptar1
ENSMUSP00000069426	Ptar1
	
	
	
	
	
	
	
	
ENSMUSP00000099976	Marchf3
ENSMUSP00000047946	Marchf3
	Marchf3
	Gm28179
	
	
	Gm50299
	Gm28990
	
	
	
	
	
	
ENSMUSP00000025830	Apba1
ENSMUSP00000157770	Apba1
ENSMUSP00000064718	Dsg3
ENSMUSP00000157289	Dsg3
	Gm28079
	Orly
	Orly
	Orly
	Orly
	Orly
	Orly
	Orly
	Orly
	Orly
	Gm34396
ENSMUSP00000126264	Krtap20-2
	Gm54382
ENSMUSP00000077524	Krtap21-1
ENSMUSP00000139661	Krtap6-2
	Ifitm7
ENSMUSP00000113641	Ifitm7
ENSMUSP00000136512	Ifitm7
	Erdr1y
	Erdr1y
	Erdr1y
	Erdr1y
	Gm23655
ENSMUSP00000072129	Krtap8-1
ENSMUSP00000054720	Krtap7-1
	Gm50300
	Gm48609
	Gm50301
ENSMUSP00000129948	Krtap11-1
	Gm4810
ENSMUSP00000093878	Entrep1
	Entrep1
	Gm47361
	Gm49696
	Gm23972
	Gm17844
	Gm47190
	Gm47316
ENSMUSP00000062758	Bmerb1
ENSMUSP00000112435	Bmerb1
ENSMUSP00000122790	Bmerb1
	Gm47193
	1700029F12Rik
	1700029F12Rik
ENSMUSP00000088938	1700029F12Rik
	Gm5791
	Gm4935
	Gm47194
	Gm7065
	Gm50305
ENSMUSP00000089140	Cntnap3
	Cntnap3
	1700021P04Rik
	Gm15806
	Gm15345
ENSMUSP00000023524	Rabl3
ENSMUSP00000122441	Rabl3
	Rabl3
	Rabl3
	Gm18087
	Tpi-rs10
ENSMUSP00000156605	Tjp2
ENSMUSP00000156728	Tjp2
ENSMUSP00000156896	Tjp2
ENSMUSP00000157619	Tjp2
	Tjp2
ENSMUSP00000157949	Tjp2
ENSMUSP00000097154	Tjp2
ENSMUSP00000025488	C330018D20Rik
ENSMUSP00000116181	C330018D20Rik
	C330018D20Rik
	D030025P21Rik
	D030025P21Rik
ENSMUSP00000062217	Ofcc1
ENSMUSP00000153016	Ofcc1
ENSMUSP00000153579	Ofcc1
	Gm48709
	Gm18739
	Gm19486
	Gm17139
ENSMUSP00000057096	Dsg2
ENSMUSP00000113153	Dsg2
ENSMUSP00000113029	Dsg2
ENSMUSP00000152369	Ppp2r5c
ENSMUSP00000152095	Ppp2r5c
	Ppp2r5c
ENSMUSP00000152865	Ppp2r5c
ENSMUSP00000105458	Ppp2r5c
ENSMUSP00000082053	Ppp2r5c
ENSMUSP00000152282	Ppp2r5c
	Gm15807
	Gm49569
	Gm15808
ENSMUSP00000125492	Hgd
ENSMUSP00000156254	Hgd
	Hgd
	Hgd
	Hgd
ENSMUSP00000126209	Fam169a
ENSMUSP00000043738	Fam169a
	Gm16090
ENSMUSP00000074783	Ttr
	Gm46559
	Gm10269
ENSMUSP00000023514	Ndufb4
	Ndufb4
	Ndufb4
ENSMUSP00000066515	B4galt6
	Gm4600
	Gm50310
	Gm50308
ENSMUSP00000087770	Marf1
	Marf1
ENSMUSP00000154869	Marf1
	Gm8352
ENSMUSP00000080081	Fxn
ENSMUSP00000117047	Fxn
	Fxn
	Gm47038
	Gm47039
ENSMUSP00000132645	Prp2rt
	Gm47041
	Gm9979
ENSMUSP00000075174	Megf10
ENSMUSP00000116814	Megf10
ENSMUSP00000073161	Nsa2
ENSMUSP00000153113	Nsa2
	Nsa2
	Gm16216
ENSMUSP00000025800	Pip5k1b
ENSMUSP00000108292	Pip5k1b
	Pip5k1b
	Pip5k1b
	Pip5k1b
	9330199G10Rik
	9330199G10Rik
ENSMUSP00000021787	Tfap2a
	Tfap2a
ENSMUSP00000153149	Tfap2a
ENSMUSP00000153271	Tfap2a
ENSMUSP00000153522	Tfap2a
ENSMUSP00000153667	Tfap2a
	Tfap2a
	Tfap2a
ENSMUSP00000105822	Tfap2a
	Gm54384
	Mir484
ENSMUSP00000110411	Fstl1
	Fstl1
	Fstl1
	Fstl1
	Fstl1
	Fstl1
	Gm50200
	B930059L03Rik
	Gm50201
	Gm35558
	Gm35558
	Gm35558
ENSMUSP00000153183	Trappc8
	Trappc8
	Trappc8
ENSMUSP00000095262	Trappc8
ENSMUSP00000152931	Trappc8
ENSMUSP00000129213	Arel1
ENSMUSP00000048780	Arel1
ENSMUSP00000130259	Arel1
ENSMUSP00000126523	Arel1
ENSMUSP00000129147	Arel1
ENSMUSP00000127426	Arel1
ENSMUSP00000126508	Arel1
	Arel1
	Btnl12
ENSMUSP00000146040	Btnl12
	Gm54385
ENSMUSP00000077779	Lrrc58
	Gm15725
ENSMUSP00000055958	Gpr156
	Pip5k1bos
ENSMUSP00000097152	Pabir1
ENSMUSP00000060863	Tmem252
ENSMUSP00000036025	Pgm5
	Pgm5
	Pgm5
	Pgm5
	Gm25140
ENSMUSP00000023507	Gsk3b
ENSMUSP00000110398	Gsk3b
	Gsk3b
	Gsk3b
ENSMUSP00000156065	Gsk3b
	Gm47061
	Gm26688
	Gm47067
	Gm48107
	Gm48107
	Gm6245
	Gm7201
	Gm35160
	Gm17800
ENSMUSP00000105820	Gcnt2
ENSMUSP00000070942	Gcnt2
ENSMUSP00000066467	Gcnt2
ENSMUSP00000153207	Gcnt2
ENSMUSP00000153363	Gcnt2
	Gcnt2
	Gm50342
ENSMUSP00000072829	Gm10053
ENSMUSP00000058575	Foxd4
	Gm54372
ENSMUSP00000128196	Nrap
ENSMUSP00000073228	Nrap
ENSMUSP00000048364	Nrap
ENSMUSP00000093640	Nrap
ENSMUSP00000125889	Nrap
ENSMUSP00000132582	Nrap
ENSMUSP00000058251	Rnf125
ENSMUSP00000157304	Rnf125
	Gm25617
	Gm25617
	Mir5124a
	Gm48192
	Gm31683
ENSMUSP00000023359	Nde1
ENSMUSP00000112817	Nde1
ENSMUSP00000118005	Nde1
	Nde1
ENSMUSP00000111461	Nde1
	Nde1
	Nde1
ENSMUSP00000119355	Nde1
	Gm48188
	5530402G07Rik
	Gm7762
	Vmn2r-ps95
	Gm7768
	Gm40983
	Gm40983
ENSMUSP00000157102	Rnf138
ENSMUSP00000157047	Rnf138
ENSMUSP00000056641	Rnf138
ENSMUSP00000157123	Rnf138
	Rnf138
ENSMUSP00000072626	Rnf138
	Gm48103
	Gm21930
	Gm48111
	Cbx3-ps5
	Vmn2r-ps96
	Gm17193
ENSMUSP00000152780	Nme8
	Nme8
	Nme8
ENSMUSP00000047052	Nme8
ENSMUSP00000089358	Nme8
	Nme8
ENSMUSP00000018851	Dync1h1
	Dync1h1
ENSMUSP00000126117	Dync1h1
	Dync1h1
	Dync1h1
	Dync1h1
	Dync1h1
	Dync1h1
ENSMUSP00000156977	Mep1b
	Mep1b
ENSMUSP00000080866	Mep1b
	Gm6378
ENSMUSP00000048914	Garem1
ENSMUSP00000157254	Garem1
	Tiam1
ENSMUSP00000132137	Tiam1
ENSMUSP00000109759	Tiam1
ENSMUSP00000002588	Tiam1
ENSMUSP00000136283	Tiam1
ENSMUSP00000126020	Tiam1
	Tiam1
	Tiam1
ENSMUSP00000137637	Tiam1
	Tiam1
	Tiam1
	Tiam1
	Tiam1
	Tiam1
	Tiam1
	Hmgb1-ps11
	Gm54376
	Gm50049
ENSMUSP00000040846	Pak1ip1
	Pak1ip1
	Pak1ip1
	Pak1ip1
	Pak1ip1
	Gm50052
	Gm22886
	Gm4837
	Gm17111
ENSMUSP00000025497	Fbn2
	Fbn2
	Fbn2
	Fbn2
	Fbn2
	Fbn2
ENSMUSP00000068238	1700001K19Rik
ENSMUSP00000152785	1700001K19Rik
	Gm54380
ENSMUSP00000021669	Fcf1
ENSMUSP00000131190	Fcf1
	Fcf1
	Gm48136
	Gm48168
	Gm48166
ENSMUSP00000158601	Gpr141b
ENSMUSP00000080191	Zfp1000
	Gm48171
ENSMUSP00000021790	Tmem14c
ENSMUSP00000091921	Hsp90aa1
ENSMUSP00000021698	Hsp90aa1
	Hsp90aa1
	Hsp90aa1
	Hsp90aa1
ENSMUSP00000118189	Hsp90aa1
ENSMUSP00000121138	Hsp90aa1
ENSMUSP00000114201	Hsp90aa1
	Gm48169
	Gm48167
	Cbx3-ps2
	Vmn2r-ps97
	Gm3829
ENSMUSP00000066921	Gpr141
ENSMUSP00000152482	Gpr141
	Gpr141
	Gpr141
	Gm26639
	Gm19154
	Gm48170
	Gm5446
	Gm48164
	Gm48185
	Gm48186
	Gm19118
	Vmn2r-ps98
	Gm38428
	Elmo1
ENSMUSP00000072334	Elmo1
ENSMUSP00000152595	Elmo1
ENSMUSP00000152261	Elmo1
	Elmo1
ENSMUSP00000152200	Elmo1
	Elmo1
	Gm54377
ENSMUSP00000113755	Klhl14
ENSMUSP00000042015	Klhl14
ENSMUSP00000025500	Slc27a6
	Gm2805
	Gm7307
	Gm49704
ENSMUSP00000023707	Sod1
	Sod1
ENSMUSP00000159076	Lpin1
ENSMUSP00000106696	Lpin1
ENSMUSP00000158955	Lpin1
ENSMUSP00000152466	Lpin1
ENSMUSP00000152276	Lpin1
ENSMUSP00000152285	Lpin1
	Lpin1
	Lpin1
ENSMUSP00000152209	Lpin1
ENSMUSP00000070583	Lpin1
	4930426D05Rik
	4930426D05Rik
	4930426D05Rik
	4930426D05Rik
	Scaf4
ENSMUSP00000132250	Scaf4
ENSMUSP00000156174	Scaf4
ENSMUSP00000044472	Scaf4
	Scaf4
	Scaf4
	Scaf4
	Scaf4
	Gm23270
ENSMUSP00000025503	Isoc1
ENSMUSP00000157494	Isoc1
	Gm47665
	Gm32036
	Gm47664
	Gm47657
	Gm47721
	Gm14874
	Gm7611
	Gm15061
	Gm7614
	Gm3657
	Gm48412
	Gm48413
	Gm54363
	Vmn2r-ps108
	Gm14875
	Gm15076
	Gm50227
	Gm3943
	Gm48414
ENSMUSP00000050535	Adamts19
	Adamts19
	Adamts19
	Adamts19
	Gm8261
	Gm10323
ENSMUSP00000064608	Gpr50
	Gpr50
	Gpr50
	Cbx3-ps4
ENSMUSP00000021757	Aoah
	Aoah
ENSMUSP00000152286	Aoah
	Aoah
	Gm15075
	Gm15074
	Gm14723
	Gm3669
	Gm3669
	Gm3669
	Gm3669
	Gm3669
	Gm17197
	Rpl30-ps10
	Gm4996
ENSMUSP00000025815	Zng1
	Zng1
ENSMUSP00000157754	Zng1
ENSMUSP00000158317	Zng1
	Zng1
ENSMUSP00000037629	Slc16a2
	Slc16a2
	Slc16a2
ENSMUSP00000157323	Ccdc178
ENSMUSP00000025160	Ccdc178
ENSMUSP00000157287	Ccdc178
