"","Pair.Name","Ligand.ApprovedSymbol","Ligand.Name","Receptor.ApprovedSymbol","Receptor.Name","DLRP","HPMR","IUPHAR","HPRD","STRING.binding","STRING.experiment","HPMR.Ligand","HPMR.Receptor","PMID.Manual","Pair.Source","Pair.Evidence","mode"
"1354","IFNA10_IFNAR2","IFNA10","interferon, alpha 10","IFNAR2","interferon (alpha, beta and omega) receptor 2","DLRP","","","","","","","IFNAR2","21856167","known","literature supported","UNCAT"
"1355","IFNA13_IFNAR1","IFNA13","interferon, alpha 13","IFNAR1","interferon (alpha, beta and omega) receptor 1","DLRP","","","","","","","IFNAR1","21856167","known","literature supported","UNCAT"
"1356","IFNA13_IFNAR2","IFNA13","interferon, alpha 13","IFNAR2","interferon (alpha, beta and omega) receptor 2","DLRP","","","","","","","IFNAR2","21856167","known","literature supported","UNCAT"
"1357","IFNA14_IFNAR1","IFNA14","interferon, alpha 14","IFNAR1","interferon (alpha, beta and omega) receptor 1","DLRP","","","","STRING.binding","","","IFNAR1","21856167","known","literature supported","UNCAT"
"1358","IFNA14_IFNAR2","IFNA14","interferon, alpha 14","IFNAR2","interferon (alpha, beta and omega) receptor 2","DLRP","","","","STRING.binding","","","IFNAR2","21856167","known","literature supported","UNCAT"
"1359","IFNA16_IFNAR1","IFNA16","interferon, alpha 16","IFNAR1","interferon (alpha, beta and omega) receptor 1","DLRP","","","","STRING.binding","","","IFNAR1","21856167","known","literature supported","UNCAT"
"1360","IFNA16_IFNAR2","IFNA16","interferon, alpha 16","IFNAR2","interferon (alpha, beta and omega) receptor 2","DLRP","","","","STRING.binding","","","IFNAR2","21856167","known","literature supported","UNCAT"
"1361","IFNA17_IFNAR1","IFNA17","interferon, alpha 17","IFNAR1","interferon (alpha, beta and omega) receptor 1","DLRP","","","","","","","IFNAR1","21856167","known","literature supported","UNCAT"
"1362","IFNA17_IFNAR2","IFNA17","interferon, alpha 17","IFNAR2","interferon (alpha, beta and omega) receptor 2","DLRP","","","","","","","IFNAR2","21856167","known","literature supported","UNCAT"
"1363","IFNA1_IFNAR1","IFNA1","interferon, alpha 1","IFNAR1","interferon (alpha, beta and omega) receptor 1","DLRP","HPMR","","HPRD","","","IFNA1","IFNAR1","","known","literature supported","UNCAT"
"1364","IFNA1_IFNAR2","IFNA1","interferon, alpha 1","IFNAR2","interferon (alpha, beta and omega) receptor 2","DLRP","HPMR","","","","","IFNA1","IFNAR2","","known","literature supported","UNCAT"
"1365","IFNA21_IFNAR1","IFNA21","interferon, alpha 21","IFNAR1","interferon (alpha, beta and omega) receptor 1","DLRP","","","","","","","IFNAR1","21856167","known","literature supported","UNCAT"
"1366","IFNA21_IFNAR2","IFNA21","interferon, alpha 21","IFNAR2","interferon (alpha, beta and omega) receptor 2","DLRP","","","","","","","IFNAR2","21856167","known","literature supported","UNCAT"
"1367","IFNA2_IFNAR1","IFNA2","interferon, alpha 2","IFNAR1","interferon (alpha, beta and omega) receptor 1","DLRP","","","HPRD","STRING.binding","STRING.experiment","","IFNAR1","","known","literature supported","UNCAT"
"1368","IFNA2_IFNAR2","IFNA2","interferon, alpha 2","IFNAR2","interferon (alpha, beta and omega) receptor 2","DLRP","","","HPRD","STRING.binding","STRING.experiment","","IFNAR2","","known","literature supported","UNCAT"
"1369","IFNA4_IFNAR1","IFNA4","interferon, alpha 4","IFNAR1","interferon (alpha, beta and omega) receptor 1","DLRP","","","","","","","IFNAR1","21856167","known","literature supported","UNCAT"
"1370","IFNA4_IFNAR2","IFNA4","interferon, alpha 4","IFNAR2","interferon (alpha, beta and omega) receptor 2","DLRP","","","","","","","IFNAR2","21856167","known","literature supported","UNCAT"
"1371","IFNA5_IFNAR1","IFNA5","interferon, alpha 5","IFNAR1","interferon (alpha, beta and omega) receptor 1","DLRP","","","","","","","IFNAR1","21856167","known","literature supported","UNCAT"
"1372","IFNA5_IFNAR2","IFNA5","interferon, alpha 5","IFNAR2","interferon (alpha, beta and omega) receptor 2","DLRP","","","HPRD","","","","IFNAR2","","known","literature supported","UNCAT"
"1373","IFNA6_IFNAR1","IFNA6","interferon, alpha 6","IFNAR1","interferon (alpha, beta and omega) receptor 1","DLRP","","","","STRING.binding","","","IFNAR1","21856167","known","literature supported","UNCAT"
"1374","IFNA6_IFNAR2","IFNA6","interferon, alpha 6","IFNAR2","interferon (alpha, beta and omega) receptor 2","DLRP","","","","STRING.binding","","","IFNAR2","21856167","known","literature supported","UNCAT"
"1375","IFNA7_IFNAR1","IFNA7","interferon, alpha 7","IFNAR1","interferon (alpha, beta and omega) receptor 1","DLRP","","","","","","","IFNAR1","21856167","known","literature supported","UNCAT"
"1376","IFNA7_IFNAR2","IFNA7","interferon, alpha 7","IFNAR2","interferon (alpha, beta and omega) receptor 2","DLRP","","","","","","","IFNAR2","21856167","known","literature supported","UNCAT"
"1377","IFNA8_IFNAR1","IFNA8","interferon, alpha 8","IFNAR1","interferon (alpha, beta and omega) receptor 1","DLRP","","","","STRING.binding","","","IFNAR1","21856167","known","literature supported","UNCAT"
"1378","IFNA8_IFNAR2","IFNA8","interferon, alpha 8","IFNAR2","interferon (alpha, beta and omega) receptor 2","DLRP","","","HPRD","STRING.binding","STRING.experiment","","IFNAR2","","known","literature supported","UNCAT"
"1379","IFNB1_IFNAR1","IFNB1","interferon, beta 1, fibroblast","IFNAR1","interferon (alpha, beta and omega) receptor 1","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","IFNB1","IFNAR1","","known","literature supported","UNCAT"
"1380","IFNB1_IFNAR2","IFNB1","interferon, beta 1, fibroblast","IFNAR2","interferon (alpha, beta and omega) receptor 2","DLRP","HPMR","","HPRD","","","IFNB1","IFNAR2","","known","literature supported","UNCAT"
"1381","IFNG_IFNGR1","IFNG","interferon, gamma","IFNGR1","interferon gamma receptor 1","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","IFNG","IFNGR1","","known","literature supported","UNCAT"
"1382","IFNG_IFNGR2","IFNG","interferon, gamma","IFNGR2","interferon gamma receptor 2 (interferon gamma transducer 1)","DLRP","HPMR","","HPRD","STRING.binding","","IFNG","IFNGR2","","known","literature supported","UNCAT"
"1383","IFNL1_IFNLR1","IFNL1","interferon, lambda 1","IFNLR1","interferon, lambda receptor 1","","HPMR","","HPRD","STRING.binding","STRING.experiment","IL29","IL28RA","","known","literature supported","UNCAT"
"1384","IFNL1_IL10RB","IFNL1","interferon, lambda 1","IL10RB","interleukin 10 receptor, beta","","HPMR","","","STRING.binding","","IL29","IL10RB","","known","literature supported","UNCAT"
"1385","IFNL2_IFNLR1","IFNL2","interferon, lambda 2","IFNLR1","interferon, lambda receptor 1","","HPMR","","HPRD","","","IL28A","IL28RA","","known","literature supported","UNCAT"
"1386","IFNL2_IL10RB","IFNL2","interferon, lambda 2","IL10RB","interleukin 10 receptor, beta","","HPMR","","HPRD","","","IL28A","IL10RB","","known","literature supported","UNCAT"
"1387","IFNL3_IFNLR1","IFNL3","interferon, lambda 3","IFNLR1","interferon, lambda receptor 1","","HPMR","","","","","IL28B","IL28RA","","known","literature supported","UNCAT"
"1388","IFNL3_IL10RB","IFNL3","interferon, lambda 3","IL10RB","interleukin 10 receptor, beta","","HPMR","","HPRD","","","IL28B","IL10RB","","known","literature supported","UNCAT"
"1389","IFNW1_IFNAR1","IFNW1","interferon, omega 1","IFNAR1","interferon (alpha, beta and omega) receptor 1","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","IFNW1","IFNAR1","","known","literature supported","UNCAT"
"1390","IFNW1_IFNAR2","IFNW1","interferon, omega 1","IFNAR2","interferon (alpha, beta and omega) receptor 2","DLRP","HPMR","","","STRING.binding","STRING.experiment","IFNW1","IFNAR2","","known","literature supported","UNCAT"
"1391","IGF1_IGF1R","IGF1","insulin-like growth factor 1 (somatomedin C)","IGF1R","insulin-like growth factor 1 receptor","DLRP","HPMR","IUPHAR","HPRD","STRING.binding","STRING.experiment","IGF1","IGF1R","","known","literature supported","IGF"
"1392","IGF1_INSR","IGF1","insulin-like growth factor 1 (somatomedin C)","INSR","insulin receptor","","","","","STRING.binding","","IGF1","INSR","","novel","putative","IGF"
"1393","IGF2_IGF1R","IGF2","insulin-like growth factor 2 (somatomedin A)","IGF1R","insulin-like growth factor 1 receptor","","","IUPHAR","HPRD","","","IGF2","IGF1R","","known","literature supported","IGF"
"1394","IGF2_IGF2R","IGF2","insulin-like growth factor 2 (somatomedin A)","IGF2R","insulin-like growth factor 2 receptor","DLRP","HPMR","","HPRD","","","IGF2","IGF2R","","known","literature supported","IGF"
"1395","IGF2_INSR","IGF2","insulin-like growth factor 2 (somatomedin A)","INSR","insulin receptor","","HPMR","","HPRD","","","IGF2","INSR","","known","literature supported","IGF"
"1396","IGFBP4_FZD8","IGFBP4","insulin-like growth factor binding protein 4","FZD8","frizzled class receptor 8","","","","","STRING.binding","","","FZD8","18528331","novel","literature supported","IGF"
"1397","IGFBP4_LRP6","IGFBP4","insulin-like growth factor binding protein 4","LRP6","low density lipoprotein receptor-related protein 6","","","","","STRING.binding","","","LRP6","18528331","novel","literature supported","IGF"
"1398","IGFL1_IGFLR1","IGFL1","IGF-like family member 1","IGFLR1","IGF-like family receptor 1","","","","","","","","","21454693","novel","literature supported","IGF"
"1399","IGFL2_IGFLR1","IGFL2","IGF-like family member 2","IGFLR1","IGF-like family receptor 1","","","","","","","","","21454693","novel","literature supported","IGF"
"1400","IGFL3_IGFLR1","IGFL3","IGF-like family member 3","IGFLR1","IGF-like family receptor 1","","","","","","","","","21454693","novel","literature supported","IGF"
"1401","IHH_BOC","IHH","indian hedgehog","BOC","BOC cell adhesion associated, oncogene regulated","","","","","STRING.binding","STRING.experiment","IHH","BOC","20519495","novel","literature supported","UNCAT"
"1402","IHH_CDON","IHH","indian hedgehog","CDON","cell adhesion associated, oncogene regulated","","","","","STRING.binding","STRING.experiment","IHH","CDON","20519495","novel","literature supported","UNCAT"
"1403","IHH_HHIP","IHH","indian hedgehog","HHIP","hedgehog interacting protein","","HPMR","","HPRD","STRING.binding","","IHH","HHIP","","known","literature supported","UNCAT"
"1404","IHH_PTCH1","IHH","indian hedgehog","PTCH1","patched 1","","HPMR","","HPRD","STRING.binding","","IHH","PTCH","","known","literature supported","UNCAT"
"1405","IHH_PTCH2","IHH","indian hedgehog","PTCH2","patched 2","","","","HPRD","STRING.binding","","IHH","PTCH2","","novel","literature supported","UNCAT"
"1406","IL10_IL10RA","IL10","interleukin 10","IL10RA","interleukin 10 receptor, alpha","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","IL10","IL10RA","","known","literature supported","Interleukins"
"1407","IL10_IL10RB","IL10","interleukin 10","IL10RB","interleukin 10 receptor, beta","DLRP","HPMR","","HPRD","","STRING.experiment","IL10","IL10RB","","known","literature supported","Interleukins"
"1408","IL10_SIRPG","IL10","interleukin 10","SIRPG","signal-regulatory protein gamma","","","","","STRING.binding","STRING.experiment","IL10","","","novel","putative","Interleukins"
"1409","IL11_IL11RA","IL11","interleukin 11","IL11RA","interleukin 11 receptor, alpha","DLRP","HPMR","","HPRD","","STRING.experiment","IL11","IL11RA","","known","literature supported","Interleukins"
"1410","IL11_IL6ST","IL11","interleukin 11","IL6ST","interleukin 6 signal transducer (gp130, oncostatin M receptor)","DLRP","HPMR","","","","","IL11","IL6ST","","known","literature supported","Interleukins"
"1411","IL12A_CD28","IL12A","interleukin 12A (natural killer cell stimulatory factor 1, cytotoxic lymphocyte maturation factor 1, p35)","CD28","CD28 molecule","","","","HPRD","","","IL12A","","","novel","literature supported","Interleukins"
"1412","IL12A_IL12RB1","IL12A","interleukin 12A (natural killer cell stimulatory factor 1, cytotoxic lymphocyte maturation factor 1, p35)","IL12RB1","interleukin 12 receptor, beta 1","DLRP","HPMR","","","STRING.binding","STRING.experiment","IL12A","IL12RB1","","known","literature supported","Interleukins"
"1413","IL12A_IL12RB2","IL12A","interleukin 12A (natural killer cell stimulatory factor 1, cytotoxic lymphocyte maturation factor 1, p35)","IL12RB2","interleukin 12 receptor, beta 2","DLRP","","","","STRING.binding","","IL12A","IL12RB2","943050","known","literature supported","Interleukins"
"1414","IL12B_IL12RB1","IL12B","interleukin 12B (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40)","IL12RB1","interleukin 12 receptor, beta 1","DLRP","","","HPRD","STRING.binding","STRING.experiment","IL12B","IL12RB1","","known","literature supported","Interleukins"
"1415","IL12B_IL12RB2","IL12B","interleukin 12B (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40)","IL12RB2","interleukin 12 receptor, beta 2","DLRP","HPMR","","HPRD","STRING.binding","","IL12B","IL12RB2","","known","literature supported","Interleukins"
"1416","IL12B_IL23R","IL12B","interleukin 12B (natural killer cell stimulatory factor 2, cytotoxic lymphocyte maturation factor 2, p40)","IL23R","interleukin 23 receptor","","","","","STRING.binding","","IL12B","IL23R","17587057","novel","literature supported","Interleukins"
"1417","IL13_IL13RA1","IL13","interleukin 13","IL13RA1","interleukin 13 receptor, alpha 1","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","IL13","IL13RA1","","known","literature supported","Interleukins"
"1418","IL13_IL13RA2","IL13","interleukin 13","IL13RA2","interleukin 13 receptor, alpha 2","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","IL13","IL13RA2","","known","literature supported","Interleukins"
"1419","IL13_IL2RG","IL13","interleukin 13","IL2RG","interleukin 2 receptor, gamma","DLRP","","","","","","IL13","IL2RG","8920992","known","literature supported","Interleukins"
"1420","IL13_IL4R","IL13","interleukin 13","IL4R","interleukin 4 receptor","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","IL13","IL4R","","known","literature supported","Interleukins"
"1421","IL15_IL15RA","IL15","interleukin 15","IL15RA","interleukin 15 receptor, alpha","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","IL15","IL15RA","","known","literature supported","Interleukins"
"1422","IL15_IL2RA","IL15","interleukin 15","IL2RA","interleukin 2 receptor, alpha","","","","","STRING.binding","","IL15","IL2RA","8734356","novel","literature supported","Interleukins"
"1423","IL15_IL2RB","IL15","interleukin 15","IL2RB","interleukin 2 receptor, beta","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","IL15","IL2RB","","known","literature supported","Interleukins"
"1424","IL15_IL2RG","IL15","interleukin 15","IL2RG","interleukin 2 receptor, gamma","DLRP","HPMR","","HPRD","","","IL15","IL2RG","","known","literature supported","Interleukins"
"1425","IL16_CCR5","IL16","interleukin 16","CCR5","chemokine (C-C motif) receptor 5 (gene/pseudogene)","","","","","STRING.binding","","","CCR5","","novel","putative","CC"
"1426","IL16_CD4","IL16","interleukin 16","CD4","CD4 molecule","DLRP","","","HPRD","STRING.binding","STRING.experiment","","","","known","literature supported","Interleukins"
"1427","IL16_GRIN2C","IL16","interleukin 16","GRIN2C","glutamate receptor, ionotropic, N-methyl D-aspartate 2C","","","","HPRD","","","","","","novel","literature supported","Interleukins"
"1428","IL16_GRIN2D","IL16","interleukin 16","GRIN2D","glutamate receptor, ionotropic, N-methyl D-aspartate 2D","","","","HPRD","","","","","","novel","literature supported","Interleukins"
"1429","IL16_KCNA3","IL16","interleukin 16","KCNA3","potassium voltage-gated channel, shaker-related subfamily, member 3","","","","HPRD","","","","","","novel","literature supported","Interleukins"
"1430","IL16_KCND1","IL16","interleukin 16","KCND1","potassium voltage-gated channel, Shal-related subfamily, member 1","","","","HPRD","","","","","","novel","literature supported","Interleukins"
"1431","IL16_KCND2","IL16","interleukin 16","KCND2","potassium voltage-gated channel, Shal-related subfamily, member 2","","","","HPRD","","","","","","novel","literature supported","Interleukins"
"1432","IL16_KCNJ10","IL16","interleukin 16","KCNJ10","potassium inwardly-rectifying channel, subfamily J, member 10","","","","HPRD","","","","","","novel","literature supported","Interleukins"
"1433","IL16_KCNJ15","IL16","interleukin 16","KCNJ15","potassium inwardly-rectifying channel, subfamily J, member 15","","","","HPRD","","","","","","novel","literature supported","Interleukins"
"1434","IL16_KCNJ4","IL16","interleukin 16","KCNJ4","potassium inwardly-rectifying channel, subfamily J, member 4","","","","HPRD","","","","","","novel","literature supported","Interleukins"
"1435","IL17A_IL17RA","IL17A","interleukin 17A","IL17RA","interleukin 17 receptor A","DLRP","HPMR","","HPRD","STRING.binding","","IL17A","IL17RA","","known","literature supported","Interleukins"
"1436","IL17A_IL17RC","IL17A","interleukin 17A","IL17RC","interleukin 17 receptor C","","","","","STRING.binding","","IL17A","IL17RC","18684971","novel","literature supported","Interleukins"
"1437","IL17B_IL17RB","IL17B","interleukin 17B","IL17RB","interleukin 17 receptor B","","HPMR","","HPRD","","","IL17B","IL17RB","","known","literature supported","Interleukins"
"1438","IL17F_IL17RA","IL17F","interleukin 17F","IL17RA","interleukin 17 receptor A","","","","","STRING.binding","STRING.experiment","","IL17RA","18684971","novel","literature supported","Interleukins"
"1439","IL18_CD48","IL18","interleukin 18 (interferon-gamma-inducing factor)","CD48","CD48 molecule","","","","","STRING.binding","","IL18","","","novel","putative","Interleukins"
"1440","IL18_IL18R1","IL18","interleukin 18 (interferon-gamma-inducing factor)","IL18R1","interleukin 18 receptor 1","DLRP","HPMR","","HPRD","STRING.binding","","IL18","IL18R1","","known","literature supported","Interleukins"
"1441","IL18_IL18RAP","IL18","interleukin 18 (interferon-gamma-inducing factor)","IL18RAP","interleukin 18 receptor accessory protein","DLRP","","","HPRD","STRING.binding","","IL18","IL18RAP","","known","literature supported","Interleukins"
"1442","IL18_IL1RAPL1","IL18","interleukin 18 (interferon-gamma-inducing factor)","IL1RAPL1","interleukin 1 receptor accessory protein-like 1","","HPMR","","","","","IL18","IL1RAPL1","","known","literature supported","Interleukins"
"1443","IL18_IL1RL2","IL18","interleukin 18 (interferon-gamma-inducing factor)","IL1RL2","interleukin 1 receptor-like 2","","","","HPRD","","","IL18","","","novel","literature supported","Interleukins"
"1444","IL19_IL20RA","IL19","interleukin 19","IL20RA","interleukin 20 receptor, alpha","","HPMR","","HPRD","","","IL19","IL20RA","","known","literature supported","Interleukins"
"1445","IL19_IL20RB","IL19","interleukin 19","IL20RB","interleukin 20 receptor beta","","HPMR","","","","","IL19","IL20RB","","known","literature supported","Interleukins"
"1446","IL1A_IL1R1","IL1A","interleukin 1, alpha","IL1R1","interleukin 1 receptor, type I","DLRP","HPMR","","HPRD","STRING.binding","","IL1A","IL1R1","","known","literature supported","Interleukins"
"1447","IL1A_IL1R2","IL1A","interleukin 1, alpha","IL1R2","interleukin 1 receptor, type II","DLRP","HPMR","","HPRD","STRING.binding","","IL1A","IL1R2","","known","literature supported","Interleukins"
"1448","IL1A_IL1RAP","IL1A","interleukin 1, alpha","IL1RAP","interleukin 1 receptor accessory protein","","","","HPRD","","","IL1A","IL1RAP","","novel","literature supported","Interleukins"
"1449","IL1B_ADRB2","IL1B","interleukin 1, beta","ADRB2","adrenoceptor beta 2, surface","","","","HPRD","","","IL1B","ADRB2","","novel","literature supported","Interleukins"
"1450","IL1B_IL1R1","IL1B","interleukin 1, beta","IL1R1","interleukin 1 receptor, type I","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","IL1B","IL1R1","","known","literature supported","Interleukins"
"1451","IL1B_IL1R2","IL1B","interleukin 1, beta","IL1R2","interleukin 1 receptor, type II","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","IL1B","IL1R2","","known","literature supported","Interleukins"
"1452","IL1B_IL1RAP","IL1B","interleukin 1, beta","IL1RAP","interleukin 1 receptor accessory protein","","HPMR","","HPRD","STRING.binding","STRING.experiment","IL1B","IL1RAP","","known","literature supported","Interleukins"
"1453","IL1F10_IL1R1","IL1F10","interleukin 1 family, member 10 (theta)","IL1R1","interleukin 1 receptor, type I","","","","HPRD","","","","IL1R1","","novel","literature supported","Interleukins"
"1454","IL1RN_IL1R1","IL1RN","interleukin 1 receptor antagonist","IL1R1","interleukin 1 receptor, type I","DLRP","","","HPRD","STRING.binding","STRING.experiment","","IL1R1","","known","literature supported","Interleukins"
"1455","IL1RN_IL1R2","IL1RN","interleukin 1 receptor antagonist","IL1R2","interleukin 1 receptor, type II","DLRP","","","HPRD","STRING.binding","","","IL1R2","","known","literature supported","Interleukins"
"1456","IL1RN_IL1RL2","IL1RN","interleukin 1 receptor antagonist","IL1RL2","interleukin 1 receptor-like 2","","","","","STRING.binding","STRING.experiment","","","","novel","putative","Interleukins"
"1457","IL20_IL20RA","IL20","interleukin 20","IL20RA","interleukin 20 receptor, alpha","","HPMR","","HPRD","STRING.binding","STRING.experiment","IL20","IL20RA","","known","literature supported","Interleukins"
"1458","IL20_IL20RB","IL20","interleukin 20","IL20RB","interleukin 20 receptor beta","","HPMR","","HPRD","STRING.binding","STRING.experiment","IL20","IL20RB","","known","literature supported","Interleukins"
"1459","IL20_IL22RA1","IL20","interleukin 20","IL22RA1","interleukin 22 receptor, alpha 1","","HPMR","","","","","IL20","IL22RA1","","known","literature supported","Interleukins"
"1460","IL21_IL21R","IL21","interleukin 21","IL21R","interleukin 21 receptor","","HPMR","","HPRD","STRING.binding","STRING.experiment","IL21","IL21R","","known","literature supported","Interleukins"
"1461","IL21_IL2RG","IL21","interleukin 21","IL2RG","interleukin 2 receptor, gamma","","HPMR","","","","","IL21","IL2RG","","known","literature supported","Interleukins"
"1462","IL22_IL10RA","IL22","interleukin 22","IL10RA","interleukin 10 receptor, alpha","","HPMR","","","","","IL22","IL10RA","","known","literature supported","Interleukins"
"1463","IL22_IL10RB","IL22","interleukin 22","IL10RB","interleukin 10 receptor, beta","","","","HPRD","","STRING.experiment","IL22","IL10RB","","novel","literature supported","Interleukins"
"1464","IL22_IL21R","IL22","interleukin 22","IL21R","interleukin 21 receptor","","","","","STRING.binding","","IL22","IL21R","","novel","putative","Interleukins"
"1465","IL22_IL22RA1","IL22","interleukin 22","IL22RA1","interleukin 22 receptor, alpha 1","","HPMR","","HPRD","STRING.binding","STRING.experiment","IL22","IL22RA1","","known","literature supported","Interleukins"
"1466","IL22_IL22RA2","IL22","interleukin 22","IL22RA2","interleukin 22 receptor, alpha 2","","HPMR","","HPRD","STRING.binding","STRING.experiment","IL22","IL22RA2","","known","literature supported","Interleukins"
"1467","IL23A_IL12RB1","IL23A","interleukin 23, alpha subunit p19","IL12RB1","interleukin 12 receptor, beta 1","","HPMR","","HPRD","STRING.binding","STRING.experiment","IL23A","IL12RB1","","known","literature supported","Interleukins"
"1468","IL23A_IL23R","IL23A","interleukin 23, alpha subunit p19","IL23R","interleukin 23 receptor","","HPMR","","HPRD","STRING.binding","","IL23A","IL23R","","known","literature supported","Interleukins"
"1469","IL24_IL20RA","IL24","interleukin 24","IL20RA","interleukin 20 receptor, alpha","","HPMR","","HPRD","","","IL24","IL20RA","","known","literature supported","Interleukins"
"1470","IL24_IL20RB","IL24","interleukin 24","IL20RB","interleukin 20 receptor beta","","HPMR","","","","","IL24","IL20RB","","known","literature supported","Interleukins"
"1471","IL24_IL22RA1","IL24","interleukin 24","IL22RA1","interleukin 22 receptor, alpha 1","","HPMR","","","","","IL24","IL22RA1","","known","literature supported","Interleukins"
"1472","IL25_IL17RB","IL25","interleukin 25","IL17RB","interleukin 17 receptor B","","HPMR","","HPRD","","","IL25","IL17RB","","known","literature supported","Interleukins"
"1473","IL26_IL20RA","IL26","interleukin 26","IL20RA","interleukin 20 receptor, alpha","","","","","STRING.binding","","","IL20RA","","novel","putative","Interleukins"
"1474","IL27_IL27RA","IL27","interleukin 27","IL27RA","interleukin 27 receptor, alpha","","","","HPRD","STRING.binding","","","","","novel","literature supported","Interleukins"
"1475","IL2_CD53","IL2","interleukin 2","CD53","CD53 molecule","","","","HPRD","","","IL2","CD53","","novel","literature supported","Interleukins"
"1476","IL2_GYPE","IL2","interleukin 2","GYPE","glycophorin E (MNS blood group)","","","","","STRING.binding","","IL2","","","novel","putative","Interleukins"
"1477","IL2_IL2RA","IL2","interleukin 2","IL2RA","interleukin 2 receptor, alpha","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","IL2","IL2RA","","known","literature supported","Interleukins"
"1478","IL2_IL2RB","IL2","interleukin 2","IL2RB","interleukin 2 receptor, beta","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","IL2","IL2RB","","known","literature supported","Interleukins"
"1479","IL2_IL2RG","IL2","interleukin 2","IL2RG","interleukin 2 receptor, gamma","DLRP","HPMR","","HPRD","","","IL2","IL2RG","","known","literature supported","Interleukins"
"1480","IL2_NGFR","IL2","interleukin 2","NGFR","nerve growth factor receptor","","","","HPRD","","","IL2","NGFR","","novel","literature supported","Interleukins"
"1481","IL31_IL31RA","IL31","interleukin 31","IL31RA","interleukin 31 receptor A","","HPMR","","","","","IL31","IL31RA","","known","literature supported","Interleukins"
"1482","IL31_OSMR","IL31","interleukin 31","OSMR","oncostatin M receptor","","HPMR","","","","","IL31","OSMR","","known","literature supported","Interleukins"
"1483","IL34_CSF1R","IL34","interleukin 34","CSF1R","colony stimulating factor 1 receptor","","","","","STRING.binding","STRING.experiment","","CSF1R","22729249","novel","literature supported","Interleukins"
"1484","IL3_CSF2RB","IL3","interleukin 3 (colony-stimulating factor, multiple)","CSF2RB","colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","IL3","CSF2RB","","known","literature supported","Interleukins"
"1485","IL3_IL3RA","IL3","interleukin 3 (colony-stimulating factor, multiple)","IL3RA","interleukin 3 receptor, alpha (low affinity)","DLRP","HPMR","IUPHAR","HPRD","STRING.binding","STRING.experiment","IL3","IL3RA","","known","literature supported","Interleukins"
"1486","IL4_CD53","IL4","interleukin 4","CD53","CD53 molecule","","","","HPRD","","","IL4","CD53","","novel","literature supported","Interleukins"
"1487","IL4_IL13RA1","IL4","interleukin 4","IL13RA1","interleukin 13 receptor, alpha 1","DLRP","","","","STRING.binding","STRING.experiment","IL4","IL13RA1","10641437","known","literature supported","Interleukins"
"1488","IL4_IL13RA2","IL4","interleukin 4","IL13RA2","interleukin 13 receptor, alpha 2","","","","HPRD","","","IL4","IL13RA2","","novel","literature supported","Interleukins"
"1489","IL4_IL2RG","IL4","interleukin 4","IL2RG","interleukin 2 receptor, gamma","DLRP","HPMR","","HPRD","","","IL4","IL2RG","","known","literature supported","Interleukins"
"1490","IL4_IL4R","IL4","interleukin 4","IL4R","interleukin 4 receptor","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","IL4","IL4R","","known","literature supported","Interleukins"
"1491","IL5_CSF2RB","IL5","interleukin 5 (colony-stimulating factor, eosinophil)","CSF2RB","colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)","DLRP","HPMR","","","STRING.binding","STRING.experiment","IL5","CSF2RB","","known","literature supported","Interleukins"
"1492","IL5_IL5RA","IL5","interleukin 5 (colony-stimulating factor, eosinophil)","IL5RA","interleukin 5 receptor, alpha","DLRP","HPMR","IUPHAR","HPRD","STRING.binding","STRING.experiment","IL5","IL5RA","","known","literature supported","Interleukins"
"1493","IL6_F3","IL6","interleukin 6 (interferon, beta 2)","F3","coagulation factor III (thromboplastin, tissue factor)","","","","","STRING.binding","","IL6","F3","","novel","putative","Interleukins"
"1494","IL6_IL6R","IL6","interleukin 6 (interferon, beta 2)","IL6R","interleukin 6 receptor","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","IL6","IL6R","","known","literature supported","Interleukins"
"1495","IL6_IL6ST","IL6","interleukin 6 (interferon, beta 2)","IL6ST","interleukin 6 signal transducer (gp130, oncostatin M receptor)","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","IL6","IL6ST","","known","literature supported","Interleukins"
